name,state,D_H,D_w,D_b,D_aian,D_a,D_limitedeng,HS13a_uninsured,HS13b_PrivateIns,SEF05_married,SEF14b_CollageBAPlus,SEF19_employed,SEF25_severehouse,sef26_occupantsrm,SEF27_housingburden30,SEF28_medHHInc,SEF31_SingleParent,SEF36_ChildPoverty,SEF37_GiniInd,SEF38_poverty,HO49_Diabetes,HO53_ActivityLimit,HB50_Fruit,HB38_inactivity,HB41_currentsmoker,HO22_ExVgGoodHealthStatAdult,HO24_PhysUnhealthyDays,HO25_MentUnhealthyDays,HO33_OverwtAdult,HO47_CVD,HO48_Stroke,HS11_NotAffordDoc,HS19_DentalVisit,HS21_Mammogram,HB06_AnyBreastfeed,HO30_Chlamydia,HO32_HIV,PS03_TobaccoTax,hs23_crcscreen,HO01_AllMort,HO02_CVDMort,HO03_CancerMort,HO04_LowerRespMort,HO05_CerebroMort,HO06_AlzheimersMort,HO07_DiabetesMort,HO08_KidneyMort,HO15_SuicideMort,HO16_HomicideMort,HO17_InfantMort,HO18_LifeExpect,HO20_YLL75,HS02_ACSdischarge,PSE44_violentcrimerate,PS78b_Income_FPL1,PS76a_Education_All,HS07b_PCPratio2000,HS08_MentCarShort,HS25_AcuteReAdm,PSE05b_WalkabilityPop,PSE45_SocialCapital,PSE60_FineParticulateMatter,SEF40a_ConPov20,SEF42a_HighMinority,SEF42b_PoorHighMinority,Ho27_LBW,Ho28a_TeenBirth15to19,SEF07_ECEnoHS,SEF12_ReadProf8,pse06_parks,SEF45_adultjail,PSE35b_ACES2,PSE36_VIOLCRIME,PSE25_SafeSchool,PSE01_NHamenities,HB03_Binge,HO35_OverwtChild,HO39_OralProbs,HO40_adolasthma,HB10_RxAbuse,HB09_IllicitDrug,PSE41_TeenMentor,SEF48_foodinsecure,HO11_MotorVehMort,PS_PolicyRankings
Mississippi,MS,2.9,57.2,37.4,0.4,1,0.8,14.6,58.2,44.6,21,9.6,15.21983468,2.80396031,28.69895696,40528,44.67811088,31.5,47.99,22.3,14.71567852,24.8044499,48.81188102,30.31567987,22.74065128,76.82763884,4.518564,4.311725,71.30431875,5.867523798,4.956898421,19.18855208,57.0272831,67.56624993,61.5,580.2,374,0.68,59.9,950.5,306.2,196.4,56.1,49.5,37.4,32,22.2,13.2,11,8.6,74.9,10207,70.2,280.5,932.8955923,1809.00781,0.4836823,0.804515,15.63716,0.00617508,-0.4491501,12.2,0.467025,0.20400878,0.34435486,11.5,35,61,20,22,625,27.23651605,2.089214522,69.50933005,1.698072785,11.65334378,37.00924244,12.81688132,13.00189299,4.5,3.3,95.3,18.7,26.09,21.21212121
Missouri,MO,3.9,80,11.5,0.4,1.8,1.1,11.3,69.7,49.3,27.6,6.6,13.39896694,1.62656458,27.77801196,49593,33.26586954,21.1,46.32,15.3,11.45195792,25.10408701,55.64716055,24.92991074,22.13770891,80.97869545,4.28981,4.168893,67.2396758,4.71997694,4.593277971,13.35232989,61.26656208,70.17873645,67.9,477.4,234,0.17,65.2,808.6,250.1,180.1,52.2,41,27.9,19.9,19,16.4,8.2,6.5,77.6,8016,56.6,519.4,1350.645485,1795.61685,0.3305270,0.6586922,15.51324,0.055311635,-0.1324699,10.2,0.224808,0.07815948,0.16173392,8.7,25,57,36,34,533,26.58085595,4.180699842,78.90357253,2.54825177,10.33920381,29.40231257,13.60409575,8.014681061,4.6,3.2,94.4,14.2,16.21,25
Montana,MT,3.4,86.8,0.4,6.3,0.7,0.5,13.7,66.8,51.7,29.9,5.6,15.20623866,2.089164504,28.54165607,48380,28.17135064,18.6,45.87,14.9,7.86426748,23.87843981,60.67961109,19.9046672,18.52979131,84.40854125,3.836343,3.383394,62.73645364,3.685683915,3.22638414,11.30619057,65.53933326,66.70356371,91.2,408.8,66.1,1.7,61.3,746.3,200.5,157.9,50.3,34.7,20.8,21.2,9.7,24.3,3.4,5.9,78.6,7388.9,41.1,368.3,3285.84949,2106.498869,0.0770486,0.6461157,12.77233,0.08099337,0.91824781,10.9,0.213425,0.03025007,0.06356573,7.9,25,52,37,58,366,25.66579265,5.72916063,73.7467093,2.314079201,13.4654115,23.23023278,13.73442885,11.31752319,7.4,3,93.1,12.9,18.69,33.33333333
Nebraska,NE,10.2,80.3,4.6,0.7,2.1,2.7,9.7,75.2,52.8,30,4.2,11.86074077,2.049000716,25.48366261,54384,28.56642613,16.4,44.20,12.4,8.789084097,17.82548825,58.8582949,22.44780035,16.99046395,85.32300952,3.293444,3.173331,68.54293693,3.761165708,2.788933203,12.0837974,68.68990387,67.18576228,82.4,422.9,131.6,0.64,65.5,719.6,199.5,163.3,49.7,34.5,24.2,22.2,10.4,12.4,3.7,6.2,79.6,5795.6,48.3,291,4277.048697,2563.324638,0.1431430,0.5635242,14.21868,0.068763047,0.15586331,12.1,0.146651,0.04010643,0.1089673,7,22,56,38,40,274,19.55095102,3.735126917,79.98249695,2.739692036,9.451484125,29.21774362,10.48225179,8.315029662,5.3,3.2,96.5,14.7,11.44,33.82352941
Nevada,NV,27.8,51.3,8.2,0.9,7.7,6.3,16.2,63.9,45.5,23.2,9.3,14.98785778,4.263409078,35.95688759,53094,36.55754118,21.3,45.22,14.9,9.687721857,20.30561417,63.05780705,24.67564542,16.4775461,79.05797007,4.402279,4.415466,62.28161915,4.387929001,3.308381762,16.04136197,60.3981962,67.02275905,80.9,455.3,371,1.8,61.5,762.2,249,164.4,54,35,23.3,14.7,11.8,19.3,6.1,5.7,78.5,7176.1,42.2,678.1,2973.384241,1731.316782,0.0699984,0.514982,15.61399,0.05107802,-1.7909493,12.5,0.170304,0.18769536,0.33119127,8.5,28,48,27,65,464,24.82788657,7.069457753,63.2594538,2.828611274,9.965559891,30.45880212,13.82716522,8.527409739,6.8,3.9,93,12.1,11.84,30.76923077
New Hampshire,NH,3.3,91.2,1.2,0.1,2.4,1.5,8.4,76.4,51.9,35.5,5.1,19.58118276,1.378283877,33.26198326,68485,27.89515823,11,43.44,8.5,8.110154862,20.07238877,66.68585386,19.33277931,18.00979493,85.94302087,3.833499,3.957729,63.48088229,4.162243231,2.57458813,10.2715608,71.94379896,76.86421872,86.4,233.3,107.6,1.78,74.5,702.9,189.1,166.4,41.5,28.1,24.2,18,10.4,15.7,1.4,3.7,79.9,6563.9,47.1,197.6,4676.973742,2581.98491,0.0000000,0.0710887,14.27291,0.065377732,0.14938146,10.5,0.057551,0,0,6.4,11,63,45,17,211,19.51697794,2.15004984,78.04171455,2.575530821,8.95808844,23.84099849,9.710112689,9.885987276,7.1,4.2,95,9.6,9.14,28.78787879
New Jersey,NJ,19.3,56.7,12.7,0.1,9.1,7.1,10.7,71.3,49.1,37.5,7.9,22.19101387,3.13187986,40.8637333,73702,29.45778134,15.6,47.82,10.9,8.990190778,17.19629146,64.13451424,29.75100036,13.97079235,82.45085127,3.740624,3.416463,63.80904858,3.922901892,2.830334358,12.8119902,73.38120833,74.93756604,81.6,350.6,473.7,2.7,64.8,670.7,213.3,158.9,29.7,31.6,18.3,18.7,13.8,7.9,4.7,4.1,80.6,5647.4,49.6,245,8102.769662,3814.595409,0.0905586,0,15.22218,0.22908534,-0.74995267,11.3,0.12328,0.23135192,0.49692661,8.1,12,73,41,55,221,18.77432528,2.715294988,81.34383409,3.182674617,6.969907737,31.67577502,13.86092309,10.42293928,4.2,2.4,95.8,11.1,6.75,51.47058824
New Mexico,NM,47.8,38.7,1.8,8.6,1.3,5.1,14.4,54.7,45.1,26.7,8.5,16.56872786,3.607758694,29.73912565,45674,39.80792125,29.8,47.54,20.9,11.49020749,22.46875747,56.86883719,20.26109269,16.6211912,78.33911695,4.508359,3.941715,64.94670856,4.035434698,3.323863868,12.75710426,62.25135728,63.40826659,76.9,605.7,186.5,1.66,58.5,743.9,192,146.9,44.6,32.6,19,27,12.3,21.8,7.5,6.2,78.3,8801.3,39.5,702.5,1744.121375,2253.552101,0.2012308,0.4454394,13.72777,0.057697258,-0.78435338,10,0.385649,0.38683597,0.55583228,9,35,54,20,59,335,27.94967799,6.244714011,67.7218265,2.622642236,12.57537973,24.92856004,18.31936974,12.50155892,7.4,3.8,96.6,17.6,20.23,33.82352941
New York,NY,18.6,56.4,14.4,0.2,8.1,8.1,8.6,66,44.5,34.7,7.5,16.48456061,5.074091817,39.88527958,60741,34.5166507,21.9,51.02,15.5,9.808082457,18.94042482,62.64120925,26.3411969,14.1755717,83.09131012,3.722426,3.533601,60.82850231,4.17789317,2.600445022,11.17449938,68.487985,73.93378934,80.5,524.7,768.8,4.35,68,644.4,223.7,155.6,29.8,26.1,11.6,17.4,9.6,8.1,3.5,4.5,81.1,5407.2,46.8,376.2,6215.265397,4043.528861,0.1611574,0.2728409,15.48669,0.466485551,-1.1421824,11.7,0.249952,0.29583246,0.50005207,7.9,15,68,33,57,256,15.38149124,2.512489808,76.91570591,3.186818554,5.216867401,31.75748873,11.32498438,14.96854034,5.1,3.3,95.3,12.5,5.42,51.47058824
North Carolina,NC,8.9,64,21.2,1.1,2.5,2.5,13.2,65.5,48.9,29,8.3,14.57564518,2.416973145,30.34217716,48256,35.48246529,23.9,47.48,16.8,10.6690904,21.63516519,56.72653178,23.26634779,17.87985476,81.70416079,3.741948,3.823577,66.84796508,4.745765334,3.845548358,16.24666456,63.63015618,74.65333737,77.2,647.4,354.9,0.45,72,782.4,220.3,170.3,45.6,43.2,31.9,23.1,16.4,12.9,6.2,7.2,78.1,7471.3,49,372.2,1700.661279,1897.940406,0.2976643,0.1236217,14.54567,0.016674024,-0.37193428,12.3,0.27472,0.13212963,0.23219912,9.2,24,56,30,23,341,23.22884223,3.640732271,70.1893739,2.016576768,9.766965985,30.93888986,13.28226738,9.816939336,5.3,3.7,95.4,15.1,14.94,42.64705882
North Dakota,ND,3.1,86.4,2,5.1,1.2,1,8.6,80,52,28.2,2.8,8.560343161,1.927166793,21.18539928,59114,27.22024468,13,45.86,11.2,8.724204131,17.11705567,59.55880456,22.1869218,19.77365304,85.18215215,3.070972,3.078579,68.10772348,4.109626989,2.852189697,8.158478431,66.1103447,71.41122883,82.4,427.2,53.4,0.44,64.4,697.8,198.8,154,36.9,34.2,36.3,21.2,12.2,17.3,2.3,6.5,79.7,6527.9,49.1,251.1,18899.9351,2589.710054,0.2526690,0.1810911,14.13851,0.090382656,0.95583043,10,0.148858,0.03403914,0.1082584,6.6,22,49,34,38,235,15.80232745,3.138867955,81.16843924,2.709521389,7.166742417,37.12095366,9.989731673,7.124304962,4.5,2.1,95.7,8.8,16.45,36.36363636
Ohio,OH,3.5,80,12.1,0.1,1.9,1.4,8.5,69.4,48,26.7,7.2,13.13392803,1.314824961,28.28459035,50674,35.3927065,22.1,46.41,15.4,11.03298744,20.55717836,57.09476922,25.90162245,22.5063684,82.00524496,4.091169,4.09084,66.25691484,4.916934531,3.579488777,10.68902011,67.88229667,73.69199843,70.1,489.3,212.5,1.6,67,819.9,245.9,181.9,49,40.5,29.1,25.4,14.5,13.3,5.9,7.4,77.5,8323.3,57,300.3,3408.773803,1992.420378,0.2226865,0.1894807,15.05086,0.052660555,-0.05334621,13.5,0.230469,0.07529835,0.17401336,8.7,23,57,36,41,449,27.70674329,5.319460921,72.14065085,2.607676563,10.73237675,33.14841148,12.3699251,14.66954394,6.4,2.9,95.3,14.8,11.08,42.64705882
Oklahoma,OK,9.8,66.9,7.1,7.1,2,2.2,15.7,63.1,50,24.5,6,12.56524119,2.782825864,25.76052001,48038,33.94834026,23.1,46.52,16.5,11.71829899,25.64934856,48.90491212,28.4636392,19.59327492,79.82801119,4.630267,4.363943,68.76077404,4.860869065,4.343595564,15.42440958,58.19469142,69.60893151,71.2,542.2,179.9,1.03,58.8,898.5,288.9,187.7,62.9,43.6,30.8,30.1,13.8,19.1,7.6,7.4,75.9,9170.6,59.9,449.8,2244.831609,1784.037085,0.3812097,0.4772511,14.68675,0.025299323,-0.61407479,10.3,0.309344,0.04486171,0.08861198,7.8,35,59,29,29,675,24.98772613,5.085594262,72.39946621,1.936404091,9.860343055,33.77230677,14.51839223,16.22932909,6.3,3.2,95.5,15.2,18.15,39.70588235
Oregon,OR,12.4,77,1.8,0.9,4,2.7,10.4,66.7,49.2,31.4,8.1,16.81681002,3.113773617,36.02450598,53270,30.46521245,20.4,46.12,15.7,10.68496953,26.23050651,63.5460524,17.23591311,16.21088514,83.59270738,3.943252,4.276638,62.62011132,4.479005263,3.174139925,10.96832028,67.87350886,67.07967509,91.9,410.7,193.7,1.32,68.8,711.7,187.8,165.9,41.6,37.5,30.3,23.4,7.5,17.8,2.8,4.6,79.8,5839.5,33.9,264.6,4332.557613,2201.587933,0.0546805,0.4920471,13.65244,0.175339736,-0.26239157,8.9,0.203746,0.00662879,0.01439941,6.5,19,54,36,68,370,22.55768412,3.023800021,74.48756441,2.81510511,10.7934661,20.32331193,16.47026835,6.988532477,9.4,4.3,95,14.6,12.17,51.47058824
Pennsylvania,PA,6.6,77.7,10.6,0.1,3.1,2.4,8,73,48,29.3,7.2,15.69599243,1.359330212,30.12270026,54895,33.54618449,19.1,46.80,13.3,10.36874831,19.79068372,60.71183056,22.88164273,17.95561317,83.42821159,4.127951,4.186711,65.42747324,4.633592605,3.508248035,11.07500424,66.42288284,70.51827077,72.9,418.1,314.4,2.6,68.1,761.8,228.4,174,38,37.4,19.5,21.9,16,13.5,5.6,6.1,78.6,7401,51.7,316.4,5200.556705,2382.113658,0.1168124,0.0374099,14.56981,0.188258445,-0.19939488,12.9,0.186219,0.09813012,0.25751826,8.2,18,57,39,47,383,20.49947799,4.272944694,77.16868369,2.80966589,8.549173483,31.73646217,13.70148992,12.90128904,5.7,3.7,94.7,12.5,9.69,35.29411765
Rhode Island,RI,14.1,74,5.4,0.4,3.2,5.3,8,70.3,44.5,32.5,7.7,17.49073713,1.637090484,37.08853354,58387,37.62472127,19.4,47.38,13.8,9.044387034,20.98173175,62.44731087,24.35405388,14.4304,84.3628175,4.001162,4.183838,63.71379981,4.001473354,2.276868282,10.34541913,75.82473748,80.84640177,79.7,433.6,259.5,3.75,73.6,701.7,200.4,169,35.1,27.5,24.7,17.8,9.8,10.8,2.7,5.7,80,5975.9,54,238.9,4731.587058,2707.725914,0.0000000,0,14.83071,0.189991319,-0.29991122,10.3,0.223294,0.10909428,0.2737609,8,14,57,35,52,192,22.68129195,6.770419511,74.50933257,2.982108826,8.184708234,36.29857737,10.40042289,10.68073017,6.5,4.6,94.9,12.8,5.16,51.47058824
South Carolina,SC,5.3,63.9,27.1,0.3,1.4,1.5,13.3,64.4,47.1,26.5,8.4,14.96442983,1.799633613,29.1781423,46898,39.07379725,25.3,46.90,17.2,11.83516237,23.30147586,52.86984127,26.87287559,20.0130001,79.96888336,4.403317,4.27217,67.40755296,4.594725569,3.83287005,15.75197167,59.9791539,71.32483155,73.4,569.9,394.6,0.57,68.8,834.1,240.3,175.3,48.6,45.9,39.2,22.5,15.6,14.7,8.2,7,77.1,8487.9,45.6,501.8,1248.830732,1970.859711,0.3156576,0.5745509,14.51286,0.016306475,-0.57343865,12.6,0.320558,0.13044785,0.22865672,9.6,26,58,28,17,411,24.3972002,3.63425872,71.21115357,1.990926485,9.053998886,32.85512413,14.2781257,14.92206798,4.2,3.9,95.3,13,21.52,30.88235294
South Dakota,SD,3.4,82.9,1.6,8.4,1.3,1.3,10.3,72.6,52,27.5,4.1,11.7687446,2.279514056,23.5221985,52078,31.48097388,18.4,44.38,14,9.329815854,20.76715211,57.52271804,18.92989703,18.10811899,86.97278127,3.294396,2.801094,66.88742139,4.817884708,2.206419499,8.936776385,70.28656194,74.87015018,77.7,462.9,73.3,1.53,65.6,707.2,204.4,162.6,41.9,36.6,36.4,23.1,6.6,18.5,3.4,4.8,79.3,6993.6,50.5,418.4,3378.838908,1733.035169,0.2458547,0.5289279,13.19193,0.052761831,0.70515187,10.8,0.180069,0.05018,0.1723131,6.8,26,55,34,36,441,22.66964487,3.571226976,81.02778614,2.710246613,12.14742377,31.39120031,11.24955405,8.401275757,4.7,3.2,96.1,10.6,16.2,19.6969697
Tennessee,TN,5,74.5,16.7,0.2,1.6,1.5,11.8,65.3,49.3,25.4,7.5,13.85760232,2.052450952,28.7207934,46574,35.42152784,25.1,47.86,17.2,12.66095782,24.86316244,54.88646552,28.42625077,22.08780772,79.53323656,4.651689,4.375698,68.60551193,5.366890891,4.843726139,12.37860062,59.05016315,71.05739937,74.9,477.5,297.4,0.62,65.6,882.9,266.1,187.3,53.4,45.4,39.9,24.2,14.4,15.3,7.3,7.4,76.2,8937.8,59.3,632.9,1811.923599,1656.05592,0.3392996,0.8040629,15.26359,0.022567858,-0.69581429,13.8,0.309961,0.11088795,0.21331775,9.3,31,53,33,25,424,24.56540101,3.95713166,74.76104816,2.026042813,11.19047959,37.67704971,10.3493752,6.202585795,5.8,3,95.1,13.4,16.06,27.94117647
Texas,TX,38.6,43.4,11.6,0.2,4.3,7.9,19.3,60.5,49.3,28.1,6.4,14.21475132,4.877898336,30.00779155,54727,33.14795686,23.9,48.03,16.7,11.43082158,16.73342899,57.46909571,25.18982499,14.26313588,81.68828521,3.598444,3.418299,68.41142342,3.710821999,2.557353288,17.88928136,59.43714526,66.44787514,78.4,523.6,368.9,1.41,60.1,744.9,226.2,157.3,41.2,41.7,31.2,21.2,16,12.2,5.4,5.7,78.9,6515.1,53.2,434.4,1720.291216,2262.550222,0.2562556,0.0832029,14.73668,0.038001391,-1.5415636,9.6,0.330128,0.38263752,0.59020069,8.4,35,56,28,36,567,23.9966308,4.023431036,72.6338298,2.5588905,10.97376274,33.32514988,14.33410256,5.018153526,4.7,2.8,94.2,14.3,14.48,26.47058824
Utah,UT,13.5,79.3,1,0.9,2.2,2.5,12,75.7,55.9,31.7,5.1,15.29083689,3.577328018,28.23783956,62518,18.26687241,13.4,42.61,11.7,7.035092048,17.33681394,62.43470567,15.68181606,8.78225641,88.29877112,3.298239,3.754076,60.37404961,2.445318971,2.158897987,11.73362764,72.86617329,67.08120592,89.6,293.3,116.4,1.7,71.7,709.4,199.2,130.4,33,38.2,29.5,24.7,14.9,21.4,2,5.4,79.7,6073.2,27.9,242.8,3224.16041,2114.444445,0.5156139,0.2624456,12.28404,0.053882837,-1.8353947,11.4,0.129145,0.01553116,0.04169488,7.2,18,56,38,75,203,16.61713136,2.82109087,74.93746031,3.270620138,9.082677185,19.22501973,13.22169995,9.345678231,7,3.2,94.4,11.5,9.87,28.78787879
Vermont,VT,1.7,93.4,1.1,0.3,1.5,0.7,5.3,68.2,49.4,36.2,5,21.16200648,1.817142279,35.35959737,56104,30.97877261,15.1,44.35,11.6,8.233865918,21.0355934,66.15034441,19.51082797,17.01971824,86.53545221,3.826645,3.892169,61.74627027,3.648319477,2.547469582,8.158846432,71.8837908,71.78143993,90,303.4,123.7,3.08,72.1,706.3,200.7,167.7,43,32.9,34.2,19.5,3.9,16.2,2.1,,79.9,5976.8,39.4,158.3,10596.22418,3327.50827,0.0210619,0,13.77682,0.083349574,0.78656883,10.7,0.108611,0,0,6.9,12,65,44,25,197,19.76473077,2.977868235,80.07530415,2.576741789,12.19044637,22.23010297,11.74657602,8.820750041,8.1,5.5,97.5,10.1,10.25,47.05882353
Virginia,VA,8.7,63.1,18.9,0.2,6,2.6,10.7,75.2,50,36.9,5.9,15.15886787,1.987943737,31.21160011,66149,29.81430758,15.1,46.73,11.4,10.3489084,17.54705413,59.91335445,23.32976632,15.29677425,83.68679613,3.573638,3.404471,65.45274036,3.638792829,2.878079451,13.42937995,70.51241055,75.91237003,80.5,424.5,307.7,0.3,70,721.7,207.9,165,36.2,38.5,22.9,19.8,17.3,12.8,4.4,5.8,79.5,6243.5,42.8,217.6,3855.587501,2403.285328,0.2696914,0.268434,14.80949,0.058473275,-0.28111848,12.7,0.125123,0.11778538,0.21791748,8.1,17,60,36,37,450,19.36883091,3.393702883,74.40562377,2.498525616,7.840910165,27.24410624,10.77494531,9.177131606,5.8,2.9,93.8,9.9,9.65,32.35294118
Washington,WA,12.1,70.4,3.5,1.1,7.7,3.9,9.8,70.3,50.6,33.6,6.8,16.36026917,3.135904912,33.90343269,62848,28.30814239,16.5,45.60,12.7,8.401753979,23.49381924,63.48549475,17.63725045,13.94537086,85.63410144,3.819223,3.748251,63.45666099,3.695285441,2.824141892,10.08264627,68.19415334,69.16549537,91.8,406.4,208.3,3.025,70,678.5,186.7,159.8,39,34.8,43.2,21.5,6.3,14.8,3.1,4.3,80.3,5360.2,32.7,302.2,6008.942168,2478.882084,0.0719092,0.2184759,13.82395,0.143418526,-0.52473714,11,0.170409,0.04538158,0.10444879,6.4,18,53,37,62,261,19.15591533,2.157197971,73.1086815,2.827072646,10.16143155,25.48741131,14.12577422,9.104693968,8,4,94.3,11.6,8.28,51.47058824
West Virginia,WV,1.4,92.4,3.4,0.2,0.7,0.3,9.6,63.4,50,19.6,7.5,11.12798672,1.415477747,21.46952179,42644,33.44495406,24.7,46.21,17.7,14.45943687,28.31595128,50.07929074,28.52084438,24.80541137,73.73665438,5.547781,5.030365,70.94572583,7.950898904,4.405277178,14.55243803,57.61915521,72.51472965,59.3,268,113.3,1.2,66.3,935.5,261.2,194.5,63.3,43.8,27.4,32.8,19.5,17.7,5.4,7.3,75.4,10382,75,358.1,3058.991481,2046.574496,0.3435224,0.4829974,15.70195,0.035160997,-0.50311486,13.2,0.316753,0,0,9.6,32,51,27,14,391,24.93978036,2.776722593,71.71839044,1.96300612,11.3284464,35.08345543,10.85543883,12.76521153,6.9,2.4,95.9,14.9,15.67,33.82352941
Wisconsin,WI,6.5,82.1,6.2,0.8,2.6,1.6,7.2,73.7,50.7,28.4,5.5,14.9861097,1.741416282,29.68090844,54610,31.22491235,17.5,44.35,12.7,8.376192396,19.09014391,62.11408236,19.9630662,17.05671784,84.04265219,3.821263,3.717943,66.24450233,4.63000437,2.592656143,10.44318109,72.56654419,75.66954891,83.5,423.5,122,2.52,73.4,714.7,206.7,166.7,38.9,35.1,25.5,19.2,13.8,13.8,3.8,6.3,79.7,6253.2,45,305.9,4295.923074,2312.831954,0.1350041,0.0572407,13.85086,0.093234063,0.21927272,11.5,0.135777,0.06623093,0.19330378,7.4,16,61,39,50,383,20.374048,4.352257086,78.75272924,2.64797913,8.45091638,29.53952439,10.68064996,10.60158917,5.2,2.5,94.1,10.7,10.88,38.23529412
Wyoming,WY,9.7,84.4,1.1,2,0.9,1.2,12.8,72.7,53.2,26,4.9,12.71537767,2.028768421,23.83153072,59143,27.80298261,13.9,42.79,11.6,8.394391687,22.14238336,58.22848092,23.14194095,18.94626493,84.34823683,3.880981,3.626582,64.24526447,3.975801923,3.042732138,14.42180998,66.7002416,61.04520554,87.6,348.7,59.7,0.6,60.9,738.1,205.7,148.9,55.8,32.6,23,17.1,11.5,25,3.4,5,78.7,7067.7,43.1,244.2,6516.881923,3523.850424,0.2875409,0.8971146,14.23513,0.069369454,0.54338638,11.2,0.077673,0.01493276,0.03183739,8.5,29,53,36,64,405,26.22324512,2.91162814,77.93884054,2.846976972,11.5622671,27.13410781,13.82275784,9.444342038,5,3.1,97.2,12.7,17.98,16.66666667
